aadtenantid,intuneaccountid,Number Of Inference Device
13b16007-7516-4dfd-ae42-5cf719d5fbae,0ec2577e-0e60-4f7a-b092-42a5ab4ede6f,3
d7fc61c1-f7f4-4cca-9bf3-571d58949ac2,0ca14b16-5d62-4eb0-a3ab-51c7f2199684,3
d5361388-f26e-4022-b318-8b49a8c5d20a,2d639bd2-f119-4d46-b825-8f922cae3e97,3
8afece49-dc27-4e73-b1f6-9058c2edb528,e7e674f9-4c01-47d0-8709-59d62d06c1ae,3
bac266bc-4ed2-4934-b406-cfacbaa682fe,7a4ff348-d7ca-4587-aeed-ff9cb3451735,3
138f17b0-6ad5-4ddf-a195-24e73c3655fd,5386d67b-fd3e-4793-9c23-cadf19472f69,3
e0425ae0-7912-4feb-a7e5-3087bde815e1,b098fe21-5482-4593-99bd-9c2664fc1313,3
64f198b3-0634-4e71-a62f-0fb6cae8acef,da8c86f8-ea10-4c76-b1aa-d446eff57fa2,3
fce70dad-c031-4cf8-a6fc-ed5dc11e9d17,ef642453-e5ce-4521-b4ba-435c9cb53ead,3
c28e1186-4654-460f-8ca9-495b5dd5e0c6,98d997c0-18ff-4987-bc18-b54c3db4edfb,3
37a1b15c-1f2b-4cc2-a89f-592b5b627d1d,114bd4cb-c143-419c-8431-101f2f37dfe4,3
c7e438db-e462-4c22-a90a-c358b16980b3,99d67f38-ff45-4774-9180-bafdb07ff804,3
5da3e104-00e8-40ad-82e4-db4a68281f5c,f8304833-84b4-48b6-a643-d743de4b1f26,3
63c140a3-fc09-47ba-9243-56450c9fe3bb,ded88627-e3fe-4cfc-8159-93f8204983d6,3
946372e3-6895-4e61-aa7d-9f8ebab9791b,8f5bb499-bb2f-4672-9f51-2fd15550a610,3
27925a8c-b350-48ee-b97a-e57d7afa5133,6b5f311c-594c-4656-9a9a-bfcd540dfa26,3
e2b85687-3a23-456b-b473-172f1555f948,fe19a631-0daa-48ec-8f14-1bd471dbcadd,3
d2aa487c-ed29-4d35-b689-faee0f691b99,735456f5-23d4-4a02-8f6f-28694fe44cbc,3
2b1c5c26-fab2-4ce9-92f7-5e46ca3d0df4,ea641c4c-0264-41e3-8a92-14eb58ecdc13,3
c1044456-b2a8-4d39-9fd0-6bbb6ed91d71,8b8f5e28-3d99-4b41-b90c-83ead2314332,3
56493edd-987c-4285-9ca2-35c8d6451343,271eeafc-7f1e-41fc-9c63-2ff314fe3752,3
a72734ac-1d79-4b62-b49a-88b48d0ed78a,99800406-7999-4475-9bd2-d5a9b807af14,3
deae9c5b-5099-4592-b65c-a0ed549a8600,59b0e713-cdf5-41eb-995e-f1293e560382,3
e3ff91d8-34c8-4b15-a0b4-18910a6ac575,4080b18c-05e5-4a9a-992d-5411b52c0856,3
8994889a-2354-43a7-93a0-9b5afa88c00f,5e1a86bc-4f59-43a9-ab32-337e34d0ce37,3
5c38401f-7b4d-4bdd-b7fb-ce07af880934,ffaf00d3-535e-402f-adf7-e2af61b43d55,3
2bb9405c-6142-4cf8-ae27-a9b2e88d2485,7a9fc2ba-dd8c-4335-aea0-a29ca07d82bb,3
af33e969-0b64-4c2d-bad6-329f25f2d990,d7a6876a-f8dc-428f-ba1d-67cd92208b0d,3
46373e08-5f28-4c87-8518-bf34f4b6d77b,20e94372-888a-4e0e-bc39-f5454b20a023,3
51af6dff-702e-4724-ac4f-6076ed49d729,15780971-cc01-4254-892f-1a2cc1ba3036,3
bc70102e-bcef-408c-8acb-2ab01f1517ab,5082f7d8-2ac8-40f6-89fb-3c06a69c6aab,3
7cb704f0-946d-416b-9582-4926034e2bb2,9b603c17-55df-4eb2-8fd6-34ae346e5be3,3
8c9f5440-d6bf-4e89-a448-9e3e3a224ba3,d67a5827-d71e-471e-a18d-fbd7a24739dc,3
dac00035-351d-4f7b-8844-31bd55fef7cb,5e99a56f-9b58-4506-9d89-137366ab96cc,3
b9c0cd6c-366e-4a99-933c-d34dec95cc68,d2124759-9d76-4a39-9660-97b76b24c081,3
2312ca0e-466f-4d78-8656-2477cf84e2d4,626761b5-0420-4450-a8e1-1642e37901d3,3
1cc0da19-8106-4496-8a1b-cb64334d85ce,54fea7ab-c7af-4b49-96a2-9142a639341f,3
b918514c-d0df-41c2-b255-6c986d0debec,4ae5908c-13da-4e2e-ab48-da7c0ce90c91,3
24139d14-c62c-4c47-8bdd-ce71ea1d50cf,200a2632-29d5-4a1b-96f6-67a7a7aa6e9e,3
4a1e41ed-d531-4001-9d5d-680f3587abb6,8f70abfa-6fe0-47f0-b3b6-eee2808f08ee,3
0a10c71d-3f90-4f54-97cc-83524bb9a4b6,65114b8d-0097-4738-876f-336a747cbf7b,3
30b69b00-a156-460e-9654-1b28d0ef5522,eaebabca-7e82-4dbf-8f61-dc7ff6892dd7,3
d2b7090d-012f-477c-a1ad-66b65d402900,e46f870c-6a01-40c7-b4db-013c354a3260,3
5cdb9f47-7191-4f96-be05-0aae60c506de,0565325d-1c74-4809-97cb-ba71fa660497,3
5865b405-93ba-4cac-bfcf-e75e3ae0a003,e5e48223-fb07-42ea-921d-3395d239a5c8,3
a541569f-6bc4-46af-bb88-83dd61e433c3,1c727b07-5165-43d8-9e35-64d0f79f9039,3
613324dc-15e6-4599-a23c-83626c2a6b88,1e001eed-923a-406c-b245-6e5a37a0a0df,3
687258a5-fa45-44f8-bd1d-334249a0b8ee,c6acb6a2-8385-4383-8a42-e867dc98b379,3
72958850-e7e7-4b9c-a59c-0418c1d5bf91,d243b398-ccd7-4264-bd3e-5031ccf030a3,3
0a25214f-ee52-483c-b96b-dc79f3227a6f,1be7352b-75b7-4219-bf5e-0ab7475d0866,3
2afdd6f1-b1e4-43e0-bd23-57700eeee259,3707e65c-4803-42d2-bd03-134b81f5087f,3
3c700824-0310-425b-814e-be500a6978f3,214c8405-d6e0-4e1a-94cc-533ee29aaccc,3
287e9f0e-91ec-4cf0-b7a4-c63898072181,4d58fee3-c452-4900-be21-6a8ac766f54b,3
cf0ab861-1e81-49d3-b986-c5f3c3367551,f49401fa-0d45-44a9-86ea-0fa257528e75,3
f3a009e2-828d-4121-82f0-c06cc8e05fc8,f4bd0048-415e-436c-adc4-c794c29d572c,3
18305bf8-2aaa-46d7-aa5a-d7bd2481d614,be6e4146-73da-4778-97cf-8261a99c4e15,3
cc1b34b1-6464-4af0-842a-467c97b167f0,f17156c4-d388-4b0d-82d3-da4574244bfb,3
718ae024-6dcf-486a-9748-762f8562b815,9bc87322-106c-4967-96e9-469d0ae50111,3
188436ee-e5a0-4986-a896-f481c5d1f9a2,15489258-2757-4ab3-8d58-74105d1377ec,3
7fea00e4-c07b-4aa8-add9-9589f205eecf,aa5e24c6-0531-4b8b-9051-606f937cb360,3
38b7e7da-70f2-4b17-ab17-5a62cea95e84,b4ebb9d1-f5f7-4af2-8879-7ec12a78ed9f,3
92ebd22d-0a9c-4516-a68f-ba966853a8f3,bd8659f6-db9d-441c-8ae9-40d2e32cb2d1,3
d81108cc-8306-4f14-ad37-34bd0eeb3514,a11aa7c0-c92f-4922-ab76-0a8496a48e70,3
2ac8191b-e2e8-4dc6-b36a-cf7df02cb993,1cf22106-e537-4fcc-a5a5-231decd21dbb,3
cb717e27-625e-49a5-8e75-aac1aa292746,ec749ede-950a-41ad-8562-15dec3573bf6,3
bea48c1c-7921-4249-acfe-5b2541fa6ef9,c97e9bed-3e1f-4049-875c-e29ccf24f1b0,3
8b1d9286-6d98-4fc4-ba9e-a1bb452593cf,55adae0e-564c-42e1-84cb-95f7252f657c,3
25d39a9f-4441-46a3-866d-2fff6951bd08,30925127-d15e-4bd8-85af-727905a6ed39,3
c83419c6-e22d-4fb5-91bb-272531282021,2fcaaf8c-fd44-49d3-a6b4-2370dee3bbce,3
88f61f8c-c57d-4969-be69-d48ac91ab933,7ff7be83-43e1-49bd-afd3-4ca7baf1c22d,3
2ab5c3f0-52b6-486c-8d87-0a3525243191,e4b68d85-10ab-4c72-ba67-88482f7c1874,3
2f11e322-269b-4fb1-ba8e-2ca01b99b17d,a3c58477-1b39-4903-878a-964db5f744eb,3
5de53f63-bee4-4a38-8e3a-7c35c56f6df9,3ca414d1-3049-4820-9c5c-32722f56b0c6,3
a0d7ee67-ab95-42e3-abdb-09b932185abf,9a590543-988f-4f2b-bb8a-e531645d85a3,3
b4b8364a-25c9-4632-8783-6856868d1f00,d474a2b5-a37b-4be1-a5f4-516014bb8edb,3
432a1d04-e3db-40f1-90da-90851d220e60,fb3fb3d0-ed67-4ffd-9d82-939654bf8114,3
0e1f3920-7cd9-445b-958c-d291013cf600,0ea46e58-7846-4d4b-9db8-fbf76219b27f,3
38ea53fb-9117-4764-adc6-31f828910b30,af393185-7fca-4f64-9ade-43d0af8f15d6,3
61d6bdc4-9231-4491-8060-283bd23b70ce,6e9d6f28-c8e3-42e9-89e6-236ab0b70427,3
179091db-1364-4418-bccc-1305556b6051,fed42bab-7bd9-435f-86ee-af0515c883c4,3
5951435b-d49d-4def-86c3-3cd20e0f55c5,c60e5a5c-95c1-4505-8ee3-fb730195a616,3
38264170-c669-4b9c-b118-52cafd76c1a7,90ce7b6b-60e9-4016-aa07-dde539bf69be,3
3c75bb28-e5c3-4a08-ad9f-648a17c8281d,e18db3eb-4407-422f-9253-17bdf0a840c5,3
1212adba-0432-4f3b-847e-9b916093faae,05b2a6f8-252c-4903-a706-573e699a4b6f,3
05f73a75-999a-4b6f-83c1-8a9511c3f90d,214fc012-71fe-41bb-adfa-326260fe200f,3
69f771c0-d738-4696-98b5-f80034acc77a,e0a94246-fac7-4241-8051-0e8c68482898,3
8e414aee-d6e1-4d13-98c8-d3876cd2b059,eb8b2de3-26fb-4a61-a0d8-fac8ca55f17d,3
5cb01ea2-4160-4f87-afc6-5e72e6b82ad1,3259baa6-912c-4c0b-a271-ba2352b2086d,3
915e22cd-8211-4bc9-8634-0626e8b6d223,3d84c7b1-0240-4f65-af00-b9356d801254,3
e13a1198-1028-4860-a784-e5c8447b3683,d0882c52-09a9-451a-acc7-f29ff1ed9542,3
94633698-38e1-43ff-9495-4331841fde23,ca38bd3b-3942-4ba4-8332-3c25b32a1993,3
800f6363-4ea7-4f26-bf02-d08c1beb3f62,4f8749d4-01da-44c7-baf8-46f593397cac,3
372ee9e0-9ce0-4033-a64a-c07073a91ecd,dd525774-388a-4c66-a922-cb9335cab92e,3
883bbf12-9ea3-41f6-9363-6e2278bce043,82a87fc5-9b7d-40e0-a310-bdf8eab250d8,3
fe899c18-1abd-45a8-b886-939cced3d4c2,4d542a11-1375-4ae7-a075-982d88d915f1,3
bf980d8a-32b0-451f-89c2-76cdffd448a4,5107ff98-5311-4965-8f5c-7f6b5c85e562,3
1c8d9af7-13a8-483b-916d-7f22e2464ceb,a5d0bee2-ea16-4669-ad96-713dc23a9748,3
376e33ca-d656-4e46-8bcb-7d5ba898ae66,521f1a4e-11fd-4b87-8155-9351131b0a9a,3
81422df4-683d-4927-9270-1ea1c2fd039e,9657673f-31bf-4c28-aca9-d9b521486e3d,3
4720ed5e-c545-46eb-99a5-958dd333e9f2,9e314542-8b4f-4ad5-be32-385b95bb88a7,3
54166e03-79f4-45b6-bdc7-715e79ec2d5d,07eba501-eba1-4749-82a2-c848cd374787,3
9128cc55-01b4-4c3e-9ffd-adcc47a59596,de25b000-a4b4-435b-a69a-bc1b4fc4c747,3
ee547f81-b1b0-4890-a12b-8941ef5da24a,8fe237af-9ba0-44b0-aa3a-7bf6f0754d23,3
cfc1a094-0ca5-4a03-8076-340292e7a46f,f81a2686-7977-4050-a7f9-97e36c5d233a,3
9af60572-df12-451a-984e-3546be29de5d,54e2c649-b5c2-46b1-b305-44a8cf3482ea,3
031ebb30-c8f8-4a69-91f3-bca0f305898a,0b03c904-f78d-4018-adc4-1b23bcea740f,3
52d020cf-4392-447e-8beb-0ba0c65ad777,e250133d-1a24-4e0c-9752-083c13d41c3d,3
0b8b90e4-3664-4d9d-a16a-e915ff1a621c,88d59438-a889-4efd-b4d9-8fa8c28db0b8,3
5cb04e53-9467-457f-b734-a914a77687c5,4d45159e-6f0a-4817-9baf-14ae11120fe0,3
16cb613f-419e-4b3e-b37e-27c5a3c54bcf,1bb709ec-8cb9-42eb-9b67-e83b95bebb65,3
1c52dc88-332f-48dd-869e-c87268a20c5b,c606b063-a53c-4f5a-adfe-877abe78bd88,2
0b827df7-277d-4449-9d0a-58cbc3911471,cec46ae2-ff15-4a24-94bd-0cab03093466,2
a1343970-01f8-43fb-b275-d5cacc553419,7f4179ad-7e2f-4086-8e8e-dcff10d69752,2
63c3c2fc-0654-4ccc-9c13-fe7367f4617d,cc2cc0a8-0b3c-4cb7-9f16-4edab2320000,2
2f142ac3-0cee-4056-8dd9-e84b106098a6,6ef4849d-28fe-475d-ba4d-c70a3f516dd0,2
81d4acae-ff10-4f99-a4fc-d2940f4b5464,aaaf1f2a-07d3-4301-ab4e-03a32ecca914,2
81e268de-cd14-487d-8b0f-0bfcce2d35c1,861754f2-a944-4769-a8b2-096b2c487751,2
c89ddc72-956f-4364-9b6a-c32d6244b796,c6a8da04-5fbb-4633-b5b9-26de03927018,2
e880f0e6-8d29-4675-8fbc-326eb670c840,3548f271-ee33-48f6-a1cc-8f1a55e9cff8,2
e9e25aa8-fdea-4f74-8072-579eba8025a1,bdaa8c29-d478-4395-9bd5-6f5865013456,2
1dd2af38-50fb-445c-8760-4bd948765fc7,8adfa78d-0dea-43a2-ac29-be6ae47c7432,2
3f55c8ce-644d-4062-afc9-998ae72a282a,6d032a4f-9b9c-4959-b768-eb91434c705c,2
c3a4c8d8-ef8b-429f-9575-0e3c081cf44f,4a42201b-fc7d-4242-b61a-ad00cda7133c,2
3c25f937-1651-4afa-a2d4-39a08b6f576e,216537ef-72da-44bc-9973-8b2eb13d7ee2,2
58dbe0f6-9241-4d6f-bfc6-189ae41ca91d,cfc071c0-bd51-4ba6-9c20-522f64d9d5e9,2
58e30dc2-d7fe-485a-ba31-6dc35ac4ae6a,87f28ee3-3028-43d4-bbe5-97a942763934,2
3e93c12c-e85e-4f66-ae76-1114ef2f5af5,2f162ea9-cfd5-4af0-b1ab-536390037d74,2
3d97076e-80d1-41ff-9ebb-3c9d9ee234ad,51b42c67-ac85-4e5b-b1c2-c4afcb765b21,2
4a772263-2b5b-4b9d-99db-646af247a0ad,68284204-75c0-43f0-ab94-fbbf3e12d891,2
1b5b91c6-ff77-4c4b-817f-be946fd6ff2f,e7915f79-303e-4a0e-96e6-4de33ce03f8b,2
368aa113-5276-45cf-a928-4591c2b9afc0,48c34c2f-e068-4fbd-adee-bbd96708e77f,2
fe5fed4b-b35b-47e1-9e06-95bb1b92cd1c,90cb669e-cce8-4f4b-b984-efe56265995e,2
05088b6e-1d96-4f6b-8918-48957eca4f00,d5b1d2ec-8b98-4300-95b3-f5eca8a3094b,2
205e352c-5c16-421a-9845-b73370122231,35d65b32-d6f5-4b30-9d3d-69ed3f721ba7,2
81854f63-7065-49db-a5c3-f21e9ce25388,a0d517c5-5e5d-48a8-b0b9-db915a44595a,2
f967c487-088f-4c69-bfe8-68f07973c154,088e60bf-cc9c-4ed2-aa97-2b73dcefa402,2
a5646560-b973-4841-883c-f244f8fab376,0aabe7dd-ba32-432f-a806-cf6a4ced7599,2
ecaa386b-c8df-4ce0-ad01-740cbdb5ba55,058f7e4a-8efe-493a-876f-e39f825f65d5,2
3f991a7b-ea93-4169-b28c-c36ff3e5b0d1,63f1ba18-9d08-461e-9e70-097d9d5417a0,2
d73ef9c5-66e7-4933-bf6d-21a34ab56417,30c792ab-4b59-40e4-8111-ea39a0bd2ea1,2
95dc8e41-d341-4b66-9656-b9f0771dfbcf,1f664e12-83d8-4293-88f2-9adae927df9d,2
b98ecd8a-8ee6-4e47-8f52-faf5cd35a0d8,297d4556-5930-43b5-8a14-aab0ef7e6329,2
a61734a6-a7dd-48d8-bd2b-6770b1c184ab,289f94b4-a714-400e-ac3a-eac189e78f34,2
e587fd7c-ac2d-4f9b-afa4-15d134a3e948,27540ba5-4282-40fb-b614-012fe1a0fb5c,2
6cf85ddf-f19b-45e0-a099-c1a336488504,30ea631e-d77d-48b6-8bc2-1bf376b26e98,2
a1e7a36c-6a48-4768-9d65-3f679c0f3b12,5627aa9e-ee8d-471c-8b26-5500a5ef3103,2
cca64970-0260-40ef-8d6b-8b55098a0a5b,ea3eb21c-6e29-44b7-9b45-32ea42260f18,2
373fe273-e424-4927-a546-1b9bdc8f60a9,e9986446-6450-4243-8d3c-574b9dea77b7,2
d7505088-ab08-45c8-b340-e9d7884e85b7,13b16d30-e8c7-457d-8b75-1e68b465d351,2
88587088-3b02-41d9-977b-9fbd59f10f6d,60a41fa4-6cc3-43f2-bd53-040ff9893122,2
4c904847-8291-4d6a-ad20-c777e2132a1a,7aadd036-e00c-466c-b4ee-299ca5cfbee1,2
358f0529-9b5b-4e1d-b377-4384997aa231,deb8e960-478d-48ac-af27-930afe3f2d42,2
60da0855-319b-4443-acfc-e064dc6bdf31,28196802-727d-493a-b6ac-3f29e0506501,2
4dc567e4-2b82-4a00-bcdb-f1f6782a0f6e,64bda354-fb3e-4703-8781-d2ada33e75e6,2
25138f26-f059-4e5b-a9af-095e3f965684,74b19829-eef5-4235-9909-be744910a538,2
28b0ed56-8f54-4504-bfd9-f8b79043a275,75ca4061-ef72-46db-a7c1-8bbd01ee78e8,2
8329bc41-e7b0-43c3-9c4c-0e6a7bf3838b,141d4443-686c-4683-bf76-0651cc249891,2
f16370b9-be75-4bf8-b8de-3c3f7382cc33,4e2485c1-8d7d-435c-b682-d4f692a6d7ce,2
2c761b06-a790-48db-a98d-b4035cf6f800,30c3c3c6-db3b-4012-a66b-fc05f7036324,2
83280854-7f65-4c58-965b-5120ea58e74b,83c6e9d0-5386-49d4-9dc9-da1705e72537,2
795e275b-43c4-4a8a-a346-065b93c738df,5c8a151f-05da-4ece-98f1-aa8ec03453c7,2
ca3fcf67-70e8-4361-a145-d0e6c59c2361,069c8cbd-1834-493a-a419-8e45796ab2e5,2
029d3bb5-f178-4934-a00b-89d080c06d20,289322e3-959a-4768-8974-d51b9d910bc0,2
be20de83-3381-4219-b319-ae25222de500,00b4686a-718c-4e19-bf6a-b9d349c4e3df,2
c8e8bdb6-8e7c-41d5-bc41-37fff3c33b75,a016f6d4-4143-46ae-89b4-72e2a3f9f271,2
f18ecf29-68a6-4697-92fa-0ce29009c210,3c344999-407e-49b1-bd42-2ae2a257256d,2
01ac9bd0-903c-4b00-b180-b5a58ff80025,618903b7-b236-48e4-b8f9-5ea2e61b8dff,2
c9001f94-76fc-4af1-848a-379dfd06bc9c,36f88562-7b12-459c-9400-e5fc782feea2,2
b5ddfb25-9127-44bd-8ada-b5f92084e443,f76bc707-eae7-432e-9d77-1353d493dab8,2
dd3c2839-bf32-467d-9375-1f532efeadc7,9732f385-9975-4f99-a8e0-082787386f0f,2
0c7fe086-5bf8-4a33-ae44-24d89296a5f8,a03a9496-289d-4f6e-8147-3e9c98b5c713,2
ccc63daa-d84b-4abd-98fd-4eeb839de273,66efcb8c-65a9-46a2-9b9a-2fc38bc356aa,2
b23e277e-37fb-4c62-b9ef-ef48214c0642,9fb9611f-7ab0-490a-af4a-092c13ead8d8,2
e2b1955a-981c-4390-bd4b-7561ade07db5,c31afb8d-4444-46b2-9508-8237cdb1fad0,2
a26c1986-3d32-4c91-84af-a6064f2f23de,2cb67811-cd85-42e5-a337-ecb4203b4484,2
346cbbd8-709d-4a3f-8594-4c6b3b58bf23,99e2aa46-645f-414e-8aa4-726cace71aad,2
b05b20f7-d701-422a-8295-d38ab501738b,38d3d440-80e0-46bf-8133-54bdd7a72308,2
55b8e3b2-df38-446d-b2b8-2bfb6c6282d7,60861095-b9eb-42e3-9a78-1831a2b701c8,2
62075ac7-4162-461f-96f3-4933720b12ca,03090484-6d45-4213-a569-8e961f5ca065,2
ff9bd6ed-bcc9-4752-9fbf-5df64bcc93d9,53a91047-144b-4209-ab57-a671387465c9,2
2e114308-14ec-4d77-b610-490324fa1844,3910fc5c-98a7-41f3-b823-a70de80bc2ee,2
c9da0d0e-f235-4e9a-b399-246a120ebd3e,7f6e9ca4-e741-4b73-92d1-841d123dbc03,2
f34e5979-57d9-4aaa-ad4d-b122a662184d,78dbe2f5-dd68-44e6-8b49-cc41a522d4f4,2
fe349126-4e2d-459e-b03e-65add7fb6116,fd4a812e-89b7-46ba-a16b-903163a3e053,2
eab09e0f-b7b6-4931-8d22-ed81e873e7b0,24f2251f-db46-48da-a034-f70fcf57d242,2
40651882-66e2-4a10-9641-ba55f4e82b61,527f3148-3019-4dff-b241-5f27dd964124,2
710db263-d725-4b32-bac2-7ac077ca77c8,18f3a946-400d-468a-93be-96a5e52d0e52,2
4a064758-652f-4bed-9b07-ec935f575bb2,a0d464a1-76e5-4f86-8734-125d7c7fec47,2
613aadb3-4317-47f0-9d7f-beb42928fbe3,39750f4a-4a63-4bbb-997a-cd87f1bc71ab,2
c9246314-8de2-490e-9474-c22d7a0427d6,24203c59-2809-4977-be70-35e049c7f8c1,2
a40f0354-b9ed-4ca9-b2b6-8703c0bbd710,70866be9-594c-43a0-8c65-bb2af042b60e,2
29d103df-e878-42c8-ad1a-77e1bd876f78,d16e0ea8-2c5f-43a3-a44e-7b85b1cf5c46,2
cf13f1ee-ce8d-4f2f-ad2f-bc24032bf122,1cb948a2-9cc0-47f1-b226-9708f6d381c4,2
b2f62b7a-852c-4e39-9a72-6b696f599513,7a1b25d8-78a1-4655-b9d4-a825c1febbfa,2
f7142c94-67ee-484b-8c07-0e13778c5635,9adcc4f7-fc08-4b57-accb-0094bbf4569e,2
9d243d39-c1e7-41d4-bd25-c8d39b91a3d6,9e624199-41c5-4627-a1ee-86eae4509860,2
7161742c-da64-4e2e-98cd-a14df30d942b,b96998a9-d892-4809-9cd2-55d99e100903,2
cbad3beb-b314-4159-b39f-ddb4f2e8c4e4,e9fb8618-c34d-469d-92e3-846b5a9f034c,2
baf13d43-2657-43ff-9339-89e507c97ec1,1c8086bc-6590-462a-bcb1-174e11170018,2
85cffeef-a994-4666-a8bc-996f71b530b2,842d2d43-a9aa-48b0-bca3-38b49be1dd58,2
8bc2afe2-7ff5-45da-9748-03f9aceb9c88,f1729b95-1985-4b4f-b885-2891d6b373ff,2
c12f6bb0-e88b-47e4-b2af-d8197cc56710,7609f235-2d13-4c96-a77a-657639f5f316,2
baaf464a-62ae-49a3-85f7-7a8dd5258f03,11a13579-1d73-43fa-ab15-6c112ce48815,2
1d063515-6cad-4195-9486-ea65df456faa,8480e344-db3d-4457-9c1b-3bd1fa5a879a,2
2e96bb73-9ff7-4660-be52-1991daa901ab,d5e13b1e-0ca9-4d2a-83b5-0186e496c48d,2
659df688-6a8f-4511-a3e8-e73690440d73,4f245496-3695-40be-9fcf-c63e993485a4,2
95e8266a-1357-4aff-b173-d3834a3fdbee,d887be93-8b07-47ec-95b3-09d03a9c522d,2
c4028955-8127-4ab9-a19d-a7e9bb6d66e0,0a006122-88e0-44ff-91ba-c4419b75f4f9,2
167a206d-d1fe-42a7-9c13-11d4e8d0486f,cd8527ac-e93d-4263-bbfb-90076aab35c3,2
2fb165ea-8dc4-4800-ace7-db202bb064e6,0372a5e7-794e-4934-96e5-3bd25efc3326,2
52c45313-3bb1-43ef-8124-8c8afc9e779c,a1f8bac2-6d8d-423e-a7a4-19611b2f709a,2
cbdb7fa6-1a7c-4dc0-af3e-27493a4342a1,49dd1149-3134-48b3-b63f-2ca731bf9444,2
9359b257-997f-4988-a96b-3648cbf89fe3,56a17685-f630-4964-ac49-d2e7e3fbe85c,2
947cfc58-0cb0-4baf-a0f3-d2577dce809b,1c1590fd-f82d-4503-a19d-bf9dfd5f75c0,2
de233352-2a9a-4c75-82e2-bd032021bd73,5e2f98b3-ec5a-4a7a-a134-ca8f31d67e81,2
e6527c14-57a2-40cd-8519-6f681a5dffe2,dd186217-4cb9-40eb-bd19-6eb32247d079,2
153a7c88-f714-4b39-a472-c0ddc91ac91c,d7c12126-7731-4892-bc7d-147f14b8ef33,2
d10aa343-9779-42af-a436-2fc2c643de2d,8e4628fc-6d09-4993-a21f-1a15780bb375,2
27a614c1-e263-4923-8843-670f4e40d01c,63190dda-2c28-4ad7-946c-6a2f494a4262,2
06c9633d-101a-441d-8ddd-9fa162dc75b6,22d16091-099b-4a51-8775-14c07b2f334c,2
e159c0a6-837c-4629-bf29-5ae43de9fb34,65230485-2e5b-450c-9652-c37df33b047d,2
1776c5e0-0dbc-4013-a755-aaaf3401e4d4,91120258-b8f8-4ff6-8aef-e303c7c8d55f,2
8cbfacc5-e3bb-413b-ac27-b0be08ecdd4c,a8285d30-7c31-43d0-976a-10f56ac75302,2
b0f3630d-e5de-4172-b492-0cf5cd387a41,149a7399-5b17-4cec-99e7-b7cb04341329,2
674554ad-7e55-485d-af4a-b808542e18e3,005faae4-4e4d-439f-81fa-f1f77275ac68,2
6c6eb0f7-4fcc-428f-9953-a0d5f1f7002d,68859a7a-b2b6-4c8c-b6d4-35adf47c1e1d,2
e764d0b3-ce3b-4974-a0e7-7e924ca4e84f,c4ea7ea3-e83a-48b0-b76f-823272a8639a,2
f12b504e-e56d-4328-8adf-022c48ef2c48,7c942ab4-51dc-4bae-9a79-bab9fd9ef153,2
73984ebf-3c43-45de-900f-969cd50a6a65,44dfd12c-7a5e-40fe-9b4f-dc2ce1137210,2
b0bbfcf0-2801-4b1d-b2cd-32c8f93dc764,1bb6aaa8-c1b1-42ea-a67a-b2fa8023c749,2
57a6d70b-48ef-4065-9eb6-0dccb69fe815,eac023f6-d2ef-4903-8a2d-3635fae2e843,2
179819f7-c48d-467d-85ef-326e1a95feda,1993c721-ba7f-4de0-a2eb-f689fc7b8d65,2
d6b08d82-69e9-4915-bfb8-7dd36e3f66d5,0471218a-0584-41f8-b6ff-7bdce73247c6,2
baf5b6ca-cc48-4b88-98c0-f78954640bed,27635a1e-a927-4e2c-9e60-448c524e9584,2
d4e3f069-2c86-47f6-b9e0-8764cd8bc342,ff05220c-bb16-4209-b6ee-0ea1c8a8e79b,2
acec755d-31df-421f-a7af-a5a0d43fe347,f6b5a3df-f8f8-427f-9834-03b629e70835,2
1fe71823-7b69-4a45-af74-0b15836e2c26,8bdee7f7-d10d-4815-bc2f-fb8214d7ea99,2
45b5f990-9963-41da-9cb9-ad99ff5ed6aa,f8df4139-91a8-484d-814f-892da2bd6700,2
74b0c80e-850d-4d56-90ea-5a25a9fc7516,a5d4e93e-f8de-45bf-af28-6eb7ab1d093b,2
7b964809-7d2d-4462-bf8c-17a18949fdcb,e583af80-a57a-4875-9ac6-28fa9f106de3,2
0c0338a6-9561-4ee8-b8d6-4e89cbd520a0,956dac4a-dacb-4677-9b16-0ac85ad4a71b,2
ab98858a-ce1a-4fea-a19b-e31ea792a488,de0377ba-7944-4517-bedd-fa9f5828d48f,2
e448ee75-7d0e-45c3-8f50-3a8092d9baf8,2ea74ff8-de56-4c26-8327-d0abf83ab0f9,2
932ad8e5-22e4-4137-9aed-2677785182cf,01c5e234-3d87-4d93-a1d2-bdde16922929,2
8242eed8-a9c3-44d8-b771-67742b781500,7c7f0bb6-ab55-47fc-aac8-3173fb328baa,2
99c7da52-56fc-49ca-aa95-8f7fb09c995e,4c90dbf4-0d0a-4439-aac8-b87a9b9f291d,2
1806800c-8bf6-4867-843f-ec45787bb03f,28942db4-ce20-44db-a8a6-def89091ef09,2
f2fe6bd3-9c4a-485b-ae69-e18820a88130,a78b5972-0df9-4e94-9f00-87715df012be,2
62157828-6c47-4050-9b89-736f3284dbcf,712c944c-3bae-4dd1-a86e-0a1353fa9abf,2
b756a5db-0ba5-44bf-918f-5e9029dae18c,4c218800-c49b-478b-add1-63bfe1473945,2
